Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
 0.6000     0.7908   -0.1908       00100   005        3          0000000004   0.20  0.30  0.50
 0.4000     0.4479   -0.0479       00100   005        3          0000000004   0.30  0.30  0.50
 0.2000     0.2462   -0.0462       00100   005        3          0000000004   0.40  0.30  0.50
-0.0000     0.0905   -0.0905       00100   005        3          0000000004   0.50  0.30  0.50
-0.2000    -0.1461   -0.0539       00100   005        3          0000000004   0.60  0.30  0.50
-0.4000    -0.2638   -0.1362       00100   005        3          0000000004   0.70  0.30  0.50
-0.6000    -0.5734   -0.0266       00100   005        3          0000000004   0.80  0.30  0.50
-0.8000    -0.7879   -0.0121       00100   005        3          0000000004   0.90  0.30  0.50
-1.0000    -0.4765   -0.5235       00100   005        3          0000000004   1.00  0.30  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.40  0.50
 0.8000     0.9045   -0.1045       00100   005        3          0000000004   0.10  0.40  0.50
 0.6000     0.6473   -0.0473       00100   005        3          0000000004   0.20  0.40  0.50
 0.4000     0.4791   -0.0791       00100   005        3          0000000004   0.30  0.40  0.50
 0.2000     0.2277   -0.0277       00100   005        3          0000000004   0.40  0.40  0.50
-0.0000     0.1652   -0.1652       00100   005        3          0000000004   0.50  0.40  0.50
-0.2000    -0.0152   -0.1848       00100   005        3          0000000004   0.60  0.40  0.50
-0.4000    -0.1596   -0.2404       00100   005        3          0000000004   0.70  0.40  0.50
-0.6000    -0.5788   -0.0212       00100   005        3          0000000004   0.80  0.40  0.50
-0.8000     0.0731   -0.8731       00100   005        3          0000000004   0.90  0.40  0.50
-1.0000    -0.8766   -0.1234       00100   005        3          0000000004   1.00  0.40  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.50  0.50
 0.8000     0.8290   -0.0290       00100   005        3          0000000004   0.10  0.50  0.50
 0.6000     0.6085   -0.0085       00100   005        3          0000000004   0.20  0.50  0.50
 0.4000     0.5698   -0.1698       00100   005        3          0000000004   0.30  0.50  0.50
 0.2000     0.2407   -0.0407       00100   005        3          0000000004   0.40  0.50  0.50
-0.0000     0.4417   -0.4417       00100   005        3          0000000004   0.50  0.50  0.50
-0.2000    -0.0937   -0.1063       00100   005        3          0000000004   0.60  0.50  0.50
-0.4000    -0.1974   -0.2026       00100   005        3          0000000004   0.70  0.50  0.50
-0.6000     0.0479   -0.6479       00100   005        3          0000000004   0.80  0.50  0.50
-0.8000    -0.6291   -0.1709       00100   005        3          0000000004   0.90  0.50  0.50
-1.0000    -0.9162   -0.0838       00100   005        3          0000000004   1.00  0.50  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.60  0.50
 0.8000     0.8035   -0.0035       00100   005        3          0000000004   0.10  0.60  0.50
 0.6000     0.7428   -0.1428       00100   005        3          0000000004   0.20  0.60  0.50
 0.4000     0.4194   -0.0194       00100   005        3          0000000004   0.30  0.60  0.50
 0.2000     0.3058   -0.1058       00100   005        3          0000000004   0.40  0.60  0.50
-0.0000     0.2246   -0.2246       00100   005        3          0000000004   0.50  0.60  0.50
-0.2000    -0.1058   -0.0942       00100   005        3          0000000004   0.60  0.60  0.50
-0.4000    -0.3507   -0.0493       00100   005        3          0000000004   0.70  0.60  0.50
-0.6000    -0.3826   -0.2174       00100   005        3          0000000004   0.80  0.60  0.50
-0.8000    -0.7616   -0.0384       00100   005        3          0000000004   0.90  0.60  0.50
-1.0000    -0.8934   -0.1066       00100   005        3          0000000004   1.00  0.60  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.70  0.50
 0.8000     0.8415   -0.0415       00100   005        3          0000000004   0.10  0.70  0.50
 0.6000     0.6101   -0.0101       00100   005        3          0000000004   0.20  0.70  0.50
 0.4000     0.4275   -0.0275       00100   005        3          0000000004   0.30  0.70  0.50
 0.2000     0.2652   -0.0652       00100   005        3          0000000004   0.40  0.70  0.50
-0.0000     0.0887   -0.0887       00100   005        3          0000000004   0.50  0.70  0.50
-0.2000    -0.0598   -0.1402       00100   005        3          0000000004   0.60  0.70  0.50
-0.4000    -0.3787   -0.0213       00100   005        3          0000000004   0.70  0.70  0.50
-0.6000    -0.4011   -0.1989       00100   005        3          0000000004   0.80  0.70  0.50
-0.8000    -0.6378   -0.1622       00100   005        3          0000000004   0.90  0.70  0.50
-1.0000    -0.5590   -0.4410       00100   005        3          0000000004   1.00  0.70  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.80  0.50
 0.8000     0.8092   -0.0092       00100   005        3          0000000004   0.10  0.80  0.50
 0.6000     0.6778   -0.0778       00100   005        3          0000000004   0.20  0.80  0.50
 0.4000     0.5394   -0.1394       00100   005        3          0000000004   0.30  0.80  0.50
 0.2000     0.4447   -0.2447       00100   005        3          0000000004   0.40  0.80  0.50
-0.0000     0.2413   -0.2413       00100   005        3          0000000004   0.50  0.80  0.50
-0.2000    -0.0916   -0.1084       00100   005        3          0000000004   0.60  0.80  0.50
-0.4000    -0.3868   -0.0132       00100   005        3          0000000004   0.70  0.80  0.50
-0.6000    -0.2077   -0.3923       00100   005        3          0000000004   0.80  0.80  0.50
-0.8000    -0.6853   -0.1147       00100   005        3          0000000004   0.90  0.80  0.50
-1.0000    -0.9434   -0.0566       00100   005        3          0000000004   1.00  0.80  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  0.90  0.50
 0.8000     0.8131   -0.0131       00100   005        3          0000000004   0.10  0.90  0.50
 0.6000     0.6126   -0.0126       00100   005        3          0000000004   0.20  0.90  0.50
 0.4000     0.4174   -0.0174       00100   005        3          0000000004   0.30  0.90  0.50
 0.2000     0.2110   -0.0110       00100   005        3          0000000004   0.40  0.90  0.50
-0.0000     0.0260   -0.0260       00100   005        3          0000000004   0.50  0.90  0.50
-0.2000    -0.1574   -0.0426       00100   005        3          0000000004   0.60  0.90  0.50
-0.4000    -0.3946   -0.0054       00100   005        3          0000000004   0.70  0.90  0.50
-0.6000    -0.5772   -0.0228       00100   005        3          0000000004   0.80  0.90  0.50
-0.8000     0.2235   -1.0235       00100   005        3          0000000004   0.90  0.90  0.50
-1.0000    -0.6651   -0.3349       00100   005        3          0000000004   1.00  0.90  0.50
 1.0000     1.0000    0.0000       00100   005        3          0000000004   0.00  1.00  0.50
 0.8000     0.8260   -0.0260       00100   005        3          0000000004   0.10  1.00  0.50
 0.6000     0.6101   -0.0101       00100   005        3          0000000004   0.20  1.00  0.50
 0.4000     0.4039   -0.0039       00100   005        3          0000000004   0.30  1.00  0.50
 0.2000     0.3430   -0.1430       00100   005        3          0000000004   0.40  1.00  0.50
-0.0000     0.3986   -0.3986       00100   005        3          0000000004   0.50  1.00  0.50
-0.2000    -0.1569   -0.0431       00100   005        3          0000000004   0.60  1.00  0.50
-0.4000    -0.2451   -0.1549       00100   005        3          0000000004   0.70  1.00  0.50
-0.6000    -0.5616   -0.0384       00100   005        3          0000000004   0.80  1.00  0.50
-0.8000     0.0257   -0.8257       00100   005        3          0000000004   0.90  1.00  0.50
-1.0000    -0.6989   -0.3011       00100   005        3          0000000004   1.00  1.00  0.50
 1.2000     1.2000    0.0000       00100   005        3          0000000004   0.00  0.00  0.60
 1.0000     1.0064   -0.0064       00100   005        3          0000000004   0.10  0.00  0.60
 0.8000     1.0370   -0.2370       00100   005        3          0000000004   0.20  0.00  0.60
 0.6000     0.8265   -0.2265       00100   005        3          0000000004   0.30  0.00  0.60
 0.4000     1.1664   -0.7664       00100   005        3          0000000004   0.40  0.00  0.60
 0.2000     0.2872   -0.0872       00100   005        3          0000000004   0.50  0.00  0.60
-0.0000     0.0115   -0.0115       00100   005        3          0000000004   0.60  0.00  0.60
-0.2000    -0.0999   -0.1001       00100   005        3          0000000004   0.70  0.00  0.60
-0.4000    -0.3462   -0.0538       00100   005        3          0000000004   0.80  0.00  0.60
-0.6000    -0.5691   -0.0309       00100   005        3          0000000004   0.90  0.00  0.60
-0.8000     0.2470   -1.0470       00100   005        3          0000000004   1.00  0.00  0.60
 1.2000     1.2000    0.0000       00100   005        3          0000000004   0.00  0.10  0.60
 1.0000     1.0465   -0.0465       00100   005        3          0000000004   0.10  0.10  0.60
 0.8000     0.8450   -0.0450       00100   005        3          0000000004   0.20  0.10  0.60
 0.6000     1.0020   -0.4020       00100   005        3          0000000004   0.30  0.10  0.60
 0.4000     0.4096   -0.0096       00100   005        3          0000000004   0.40  0.10  0.60
 0.2000     0.3745   -0.1745       00100   005        3          0000000004   0.50  0.10  0.60
-0.0000     0.0791   -0.0791       00100   005        3          0000000004   0.60  0.10  0.60
-0.2000     0.0239   -0.2239       00100   005        3          0000000004   0.70  0.10  0.60
-0.4000    -0.2183   -0.1817       00100   005        3          0000000004   0.80  0.10  0.60
-0.6000    -0.4972   -0.1028       00100   005        3          0000000004   0.90  0.10  0.60
-0.8000    -0.4782   -0.3218       00100   005        3          0000000004   1.00  0.10  0.60
 1.2000     1.2000    0.0000       00100   005        3          0000000004   0.00  0.20  0.60
 1.0000     1.0287   -0.0287       00100   005        3          0000000004   0.10  0.20  0.60
 0.8000     0.9112   -0.1112       00100   005        3          0000000004   0.20  0.20  0.60
 0.6000     0.6296   -0.0296       00100   005        3          0000000004   0.30  0.20  0.60
 0.4000     0.5231   -0.1231       00100   005        3          0000000004   0.40  0.20  0.60
 0.2000     0.2437   -0.0437       00100   005        3          0000000004   0.50  0.20  0.60
-0.0000     0.0723   -0.0723       00100   005        3          0000000004   0.60  0.20  0.60
-0.2000    -0.0622   -0.1378       00100   005        3          0000000004   0.70  0.20  0.60
-0.4000     0.6606   -1.0606       00100   005        3          0000000004   0.80  0.20  0.60
-0.6000     0.0058   -0.6058       00100   005        3          0000000004   0.90  0.20  0.60
-0.8000    -0.7895   -0.0105       00100   005        3          0000000004   1.00  0.20  0.60
 1.2000     1.2000    0.0000       00100   005        3          0000000004   0.00  0.30  0.60
 1.0000     1.0011   -0.0011       00100   005        3          0000000004   0.10  0.30  0.60
 0.8000     0.8088   -0.0088       00100   005        3          0000000004   0.20  0.30  0.60
 0.6000     0.6098   -0.0098       00100   005        3          0000000004   0.30  0.30  0.60
 0.4000     0.4112   -0.0112       00100   005        3          0000000004   0.40  0.30  0.60
 0.2000     0.2555   -0.0555       00100   005        3          0000000004   0.50  0.30  0.60
-0.0000     0.2121   -0.2121       00100   005        3          0000000004   0.60  0.30  0.60
-0.2000     0.0136   -0.2136       00100   005        3          0000000004   0.70  0.30  0.60
-0.4000    -0.0414   -0.3586       00100   005        3          0000000004   0.80  0.30  0.60
-0.6000    -0.5918   -0.0082       00100   005        3          0000000004   0.90  0.30  0.60
-0.8000    -0.7734   -0.0266       00100   005        3          0000000004   1.00  0.30  0.60
 1.2000     1.2000    0.0000       00100   005        3          0000000004   0.00  0.40  0.60
 1.0000     1.0245   -0.0245       00100   005        3          0000000004   0.10  0.40  0.60
 0.8000     0.8293   -0.0293       00100   005        3          0000000004   0.20  0.40  0.60
 0.6000     0.6175   -0.0175       00100   005        3          0000000004   0.30  0.40  0.60
 0.4000     0.4591   -0.0591       00100   005        3          0000000004   0.40  0.40  0.60
 0.2000     0.3548   -0.1548       00100   005        3          0000000004   0.50  0.40  0.60
-0.0000     0.0409   -0.0409       00100   005        3          0000000004   0.60  0.40  0.60
-0.2000     0.1336   -0.3336       00100   005        3          0000000004   0.70  0.40  0.60
